Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
firefighter's hat,,,Avocado,No,1680,420,51,Green,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,work,4,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter4,698,11620,fXaWtDi9ugKd7CvfL
firefighter's hat,,,Brown,No,1680,420,51,Brown,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,work,5,Headgear_HasBang,No,For sale,1.0.0,Yes,CapBangsFirefighter2,698,11618,47iL65Sp7sTq2dw6Y
flashy hairpin,,,White,No,2340,585,51,White,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy6,1042,10847,yQpkhzDDYowAwfiPF
flashy hairpin,,,Black,No,2340,585,51,Black,Gray,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy2,1042,10843,KmZhyAbsJeBkdsPaL
flashy hairpin,,,Pink,No,2340,585,51,Pink,Purple,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy0,1042,8611,qMr5rv9p6nKMWpn6W
flashy hairpin,,,Orange,No,2340,585,51,Orange,Yellow,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy4,1042,10845,jwxxG5ozBHRSq8wee
flashy hairpin,,,Green,No,2340,585,51,Green,Green,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy5,1042,10846,YcYK3wi8wihn3LWMm
flashy hairpin,,,Blue,No,2340,585,51,Blue,Aqua,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,6,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy1,1042,10842,JrGYYeC2rDuLtcuKX
flashy hairpin,,,Purple,No,2340,585,51,Purple,Purple,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; party; theatrical,7,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLGaudy3,1042,10844,JuXNKBGSRgoHmATrq
flashy pointy-ear animal hat,,,White,No,1120,280,51,White,Aqua,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,1,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle2,1273,13419,JSbSikvZYmPfztS28
flashy pointy-ear animal hat,,,Black,No,1120,280,51,Black,Green,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,2,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle5,1273,13422,Zg6q5DTAPjMPuYSix
flashy pointy-ear animal hat,,,Red,No,1120,280,51,Red,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,3,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle4,1273,13421,FzdSMwpoYqtFtcnSY
flashy pointy-ear animal hat,,,Orange,No,1120,280,51,Orange,Yellow,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,4,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle0,1273,13023,YgwhZBLaceLiLvSAY
flashy pointy-ear animal hat,,,Green,No,1120,280,51,Green,Blue,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,5,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle3,1273,13420,CbkSuqNoZS97t5zWi
flashy pointy-ear animal hat,,,Purple,No,1120,280,51,Purple,Pink,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,6,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweentriangle1,1273,13418,s4v7SrW2mvkMJCZSm
flashy round-ear animal hat,,,White,No,1120,280,51,White,Aqua,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,1,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround2,1274,13424,L2t75cLXm6in9f8P7
flashy round-ear animal hat,,,Black,No,1120,280,51,Black,Green,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,2,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround5,1274,13427,NDcX79KSvMkDuhmBP
flashy round-ear animal hat,,,Red,No,1120,280,51,Red,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,3,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround4,1274,13426,PsHDTkm7HkYLtLEA7
flashy round-ear animal hat,,,Orange,No,1120,280,51,Orange,Yellow,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,4,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround0,1274,13024,t6pFbBtkwmcmnvypN
flashy round-ear animal hat,,,Green,No,1120,280,51,Green,Blue,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,5,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround3,1274,13425,CYF3WPsvppp7zarFd
flashy round-ear animal hat,,,Purple,No,1120,280,51,Purple,Pink,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; goth; party,6,HeadCap,Yes,For sale,1.5.0,Yes,CapHatHalloweenround1,1274,13423,ewrDxQJG49ddPTeSM
floral hairpin,,,Pink,No,490,122,51,Pink,Pink,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin0,1105,9854,8Jddb8tpAJ9dCFNhR
floral hairpin,,,Yellow,No,490,122,51,Yellow,Orange,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin3,1105,11961,bcbeTcynoeqp7yk9M
floral hairpin,,,Green,No,490,122,51,Green,Green,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin2,1105,11960,T3TwnGGaSJcMWTXTh
floral hairpin,,,Blue,No,490,122,51,Blue,Blue,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin1,1105,11959,dgTtevqFfurYfYBQh
floral hairpin,,,Purple,No,490,122,51,Purple,Purple,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLFlowerhairpin4,1105,11962,noggDuHahWHjjMMTa
flower bopper,,,NA,No,NFS,245,251,Aqua,Gray,1x1,NA,NA,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFFlowerband0,1109,9858,ut6Mpg5beqMZbHCx5
football helmet,,,White,No,1440,360,51,White,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball1,697,11604,BqaKYDQcnYuGkhqiX
football helmet,,,Black,No,1440,360,51,Black,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,2,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball7,697,11610,jZBkWeTG9x88Db6qF
football helmet,,,Berry red,No,1440,360,51,Red,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,3,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball3,697,11606,z7NnWCTf5ZCitpECu
football helmet,,,Red,No,1440,360,51,Orange,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,4,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball6,697,11609,kocqTA3FPgXfmvj35
football helmet,,,Yellow,No,1440,360,51,Yellow,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,5,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball2,697,11605,BytzMWFtdrWWBbSoo
football helmet,,,Green,No,1440,360,51,Green,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,6,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball0,697,5373,PydL8RyPvCHkw25Gu
football helmet,,,Turquoise,No,1440,360,51,Green,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,7,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball5,697,11608,j5hCTq5yhHnh252uh
football helmet,,,Blue,No,1440,360,51,Blue,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty; work,8,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFootball4,697,11607,jxqjGgzngsgwDEiLf
fox mask,,,White,No,1400,350,51,White,Red,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,goth; theatrical,1,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskFox0,917,6034,hvuy2ff7D5HmQDWhP
fox mask,,,Black,No,1400,350,51,Black,Red,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,goth; theatrical,2,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskFox1,917,11171,zERfZuwMz99moPjmM
frog cap,,,Green,No,1120,280,51,Green,Green,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,fairy tale; party; theatrical,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeFrog0,687,5335,2o34Cs7NhTHdiAA2J
frog cap,,,Red,No,1120,280,51,Red,Red,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,fairy tale; party; theatrical,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeFrog2,687,11698,o8tC4pEQPnv7ShYJs
frog cap,,,Yellow,No,1120,280,51,Yellow,Yellow,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,fairy tale; party; theatrical,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeFrog3,687,11699,roQnkD6zXyDrsjDRx
frog cap,,,Blue,No,1120,280,51,Aqua,Aqua,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Active,fairy tale; party; theatrical,4,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeFrog1,687,11697,oppZjp8fdNEbvCeWy
frugal hat,,,Green,No,350,87,51,Green,Green,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSimple1,663,11846,zB2YwDPXFAkqrfWGo
frugal hat,,,Blue-gray,No,350,87,51,Blue,Blue,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSimple2,663,11847,XvM7B98w2X54g4838
frugal hat,,,Brown,No,350,87,51,Brown,Brown,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSimple0,663,5299,ryjuAa957xkyQ9Crx
geisha wig,,,Black,No,NFS,1350,451,Black,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,1,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya6,836,9746,JKW7jE3fFnXoH6vyB
geisha wig,,,Red,No,NFS,1350,451,Red,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,2,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya0,836,5695,fGEdJDfBN5EEhBjFj
geisha wig,,,Pink,No,NFS,1350,451,Pink,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,3,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya1,836,9741,HZxA8fN7NH8kMfH4P
geisha wig,,,Golden yellow,No,NFS,1350,451,Orange,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,4,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya2,836,9742,daRdXsccgpzPLvpWz
geisha wig,,,Green,No,NFS,1350,451,Green,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,5,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya3,836,9743,umAWMdQi84vc4BLvt
geisha wig,,,Blue,No,NFS,1350,451,Blue,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,6,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya4,836,9744,8dXu7jqM6YCLK5wSj
geisha wig,,,Purple,No,NFS,1350,451,Purple,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Elegant,theatrical; work,7,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigGeisya5,836,9745,GLvMy7wJZEaiBREgu
giant ribbon,,,White,No,1470,367,51,White,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,1,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon6,1112,12057,SWbrNbBpjj4FWtPyE
giant ribbon,,,Black,No,1470,367,51,Black,Black,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon7,1112,12058,zCcR8JcuDcusf8GdX
giant ribbon,,,Red,No,1470,367,51,Red,Red,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon0,1112,9861,NWaA4reiG5GXxgXMS
giant ribbon,,,Pink,No,1470,367,51,Pink,Pink,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,4,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon5,1112,12056,bkdobifkzuPTK7fxe
giant ribbon,,,Orange,No,1470,367,51,Orange,Orange,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,5,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon4,1112,12055,tySwtmJW5XaZ66nBx
giant ribbon,,,Yellow,No,1470,367,51,Yellow,Yellow,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,6,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon3,1112,12054,LbWPp7gGXze4MaLxm
giant ribbon,,,Green,No,1470,367,51,Green,Green,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,7,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon1,1112,12052,uhM23tq3RxpJDFhsJ
giant ribbon,,,Blue,No,1470,367,51,Blue,Blue,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,8,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTRibbon2,1112,12053,Rh6hZNJPHiZXLvAHJ
glengarry,,,NA,No,1320,330,51,Black,Red,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatGreeneryRed,930,6049,wJL28HCtAeYiw9Qnf
glowing-moss headband,,,NA,Yes,NFS,150,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; outdoorsy,1,HeadHairOrnament_Front,Yes,Not for sale,2.0.0,Yes,CapOrnamentFMoss0,1347,14201,QfTi4ZC4c4KrgnZdj
glowing-moss hood,,,NA,Yes,NFS,400,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy,1,Headgear_NoEarNoJaw,No,Not for sale,2.0.0,Yes,CapCostumeMoss0,1348,14199,CHkkGsE4Ke5TDq97v
glowing-moss pointed cap,,,NA,Yes,NFS,400,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; outdoorsy,1,HeadCap,Yes,Not for sale,2.0.0,Yes,CapHatMoss0,1349,14198,eJJoeAQPk6vRa5P7A
gold helmet,,,NA,Yes,NFS,50000,103,Yellow,Red,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; goth,1,HeadFullFace,No,Not for sale,1.0.0,Yes,CapFullfaceKnightGold,692,5346,BBTeM9iQR8tG5DCWA
gold rose crown,,,NA,Yes,NFS,12000,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentRose5,960,7378,FX33n2bWNfRJ6cuKm
gothic headdress,,,Black,No,1120,280,51,Black,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress1,833,11897,xgnfJr4rfnJHpz3Cy
gothic headdress,,,Red,No,1120,280,51,Red,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,2,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress2,833,11898,cA4XoM6rcf2WkamCd
gothic headdress,,,Pink,No,1120,280,51,Pink,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,3,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress3,833,11899,3YJZivZRjNYpNojJE
gothic headdress,,,Blue,No,1120,280,51,Blue,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,4,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress4,833,11900,Wvsj8vtWWZjrY6E7A
gothic headdress,,,Purple,No,1120,280,51,Purple,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,5,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress0,833,5683,6nyKqBfGMQyFYzH5b
gothic headdress,,,Light purple,No,1120,280,51,Purple,Colorful,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Elegant,fairy tale; party; theatrical,6,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetHeaddress5,833,11901,ZgopQMMTea5nJSdbY
grape hat,,,NA,No,700,175,51,Purple,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatGrape,640,5278,T7jWyxruDuEJssnYX
halo,,,NA,No,2220,555,51,Yellow,Yellow,1x1,2000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Peak,Yes,For sale,1.0.0,Yes,CapOrnamentAAngel0,949,6921,h5uXo4cEWBngWp7sS
handmade crown,,,NA,No,300,75,201,Red,Colorful,1x1,NA,NA,Nook Shopping Seasonal,,International Children's Day,Yes,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical,1,HeadHairOrnament_Top,Yes,Seasonal,1.2.0,Yes,CapOrnamentCChildren0,1221,12576,qtR8v5BvaApJkokuf
head bandages,,,White,No,560,140,51,White,White,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage0,1249,12963,bCSyFhqur92qtmYCh
head bandages,,,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage4,1249,14676,XHJRb3tWhvQKsBLhK
head bandages,,,Pink,No,560,140,51,Pink,Pink,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage1,1249,14673,SjQTPTBZqac3pGgKd
head bandages,,,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage3,1249,14675,hBjwrDLZHMHdXYdWh
head bandages,,,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; goth; comfy,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatBandage2,1249,14674,bvBSeYdQx5GaDvSsW
headband,,,Pink,No,1400,350,51,Pink,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Womanly,Cute,Cute,comfy,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban0,1009,6093,2ZQBtmCyTt4kGY2gM
headband,,,Green,No,1400,350,51,Green,Colorful,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,comfy,2,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigTurban3,1009,11896,j5Rqh4hpw7udSzMkx
