Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
cyber suit,,,Pink,No,3500,875,51,Black,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,party; theatrical,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber2,715,8659,8zsvmL5drNgv9ySiC
cyber suit,,,Yellow,No,3500,875,51,Black,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,party; theatrical,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber1,715,8658,xDF9cNnGgSwDemzC6
cyber suit,,,Blue,No,3500,875,51,Black,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,party; theatrical,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLCyber0,715,5391,A8qvrfxJeCMggw96f
dazed dress,,,Pink,No,1600,400,51,Pink,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro0,38,2783,oK6iym4jH45duxFtC
dazed dress,,,Green,No,1600,400,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro2,38,8301,EeveRpwDuWDL24dms
dazed dress,,,Blue,No,1600,400,51,Blue,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNYumeiro1,38,8300,mweQ9aKBGf9nMuxWh
denim overalls,,,White,No,1600,400,51,White,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto4,219,9472,4p7PybxpZkZgRBHny
denim overalls,,,Black,No,1600,400,51,Black,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto7,219,9475,BgE6HtDAJgZrdKD5N
denim overalls,,,Red,No,1600,400,51,Red,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto6,219,9474,GGi4ZLQvh2W5vEDEB
denim overalls,,,Orange,No,1600,400,51,Orange,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto5,219,9473,jF5u7NRjQW3ANdC4F
denim overalls,,,Avocado,No,1600,400,51,Green,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto3,219,9471,BfWgo4j66yvLPkzE5
denim overalls,,,Blue,No,1600,400,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,6,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto0,219,3668,bqeXZWDqvBy4eSZH8
denim overalls,,,Brown,No,1600,400,51,Brown,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,7,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto1,219,9469,DrjJuu9HzYNc3y35A
denim overalls,,,Beige,No,1600,400,51,Beige,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; outdoorsy; vacation,8,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSaropetto2,219,9470,3D6JaCGwWKefBoBr3
desert outfit,,,Pink,No,2520,630,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,fairy tale; party,1,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia2,198,8155,M8MYB2kRrCG8ykRr3
desert outfit,,,Yellow,No,2520,630,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,fairy tale; party,2,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia3,198,8156,SvHh9zvw33JBQP645
desert outfit,,,Blue,No,2520,630,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,fairy tale; party,3,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia1,198,8154,afWMEPe6uvP5CPT6v
desert outfit,,,Purple,No,2520,630,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,fairy tale; party,4,Yes,Overall,N,For sale,1.0.0,Yes,TopsTexOnepieceOverallNArabia0,198,3606,5MWXFRnhJruEZD5T4
desert-princess outfit,,,Pink,No,2520,630,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; party,1,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia2,477,8160,7bf9SBkfM4pMMX8Ti
desert-princess outfit,,,Yellow,No,2520,630,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; party,2,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia3,477,8161,DccZFDzv6FMQgAAvi
desert-princess outfit,,,Blue,No,2520,630,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; party,3,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia0,477,4611,CSeoYuJe3YNAkeEa2
desert-princess outfit,,,Purple,No,2520,630,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; party,4,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHArabia1,477,8159,7CmJTvfjqz8oGrfnh
diner uniform,,,Black,No,1800,450,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress6,58,8881,gAnoXjWtxwNbN7hS7
diner uniform,,,Red,No,1800,450,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress1,58,8876,uJXj8geZJpXc5z6c7
diner uniform,,,Pink,No,1800,450,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress0,58,3142,XGsRbu3exD3RTr5Hm
diner uniform,,,Yellow,No,1800,450,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress3,58,8878,jCb4itiZqRbatQWNv
diner uniform,,,Aquamarine,No,1800,450,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,5,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress4,58,8879,wYnpxZcukLRqEQW3J
diner uniform,,,Blue,No,1800,450,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,6,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress2,58,8877,ZFQ9d3TRRX5SD5NaX
diner uniform,,,Cream,No,1800,450,51,Beige,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Active,work,7,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHWaitress5,58,8880,Ru5bLFrn2hXaEErTW
dollhouse dress,,,Light blue,No,2800,700,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,Summer,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys6,345,9427,Q8rs2aXkAtNN4oLYG
dollhouse dress,,,Red,No,2800,700,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys1,345,9422,BDSc5CdamR8Dj4wY9
dollhouse dress,,,Pink,No,2800,700,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys3,345,9424,PXoTXN7gFdEsAwRkA
dollhouse dress,,,Yellow,No,2800,700,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys0,345,4406,uJe6iBzieXFWwzta9
dollhouse dress,,,Green,No,2800,700,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,5,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys2,345,9423,RA2WjMv4jjPAy7WGo
dollhouse dress,,,Sky blue,No,2800,700,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,6,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys5,345,9426,xBnoc8ydjNnQrQcNx
dollhouse dress,,,Purple,No,2800,700,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical; vacation; work,7,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNIdleeightys4,345,9425,SckGknq7qX3aAkXEt
dragon suit,,,NA,No,2500,625,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,sporty,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLDragonYellow,174,3462,TPeBZhLzgx2qkWREd
dreamy dress,,,Pink,No,2080,520,51,Pink,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHYumekawa0,872,5796,6FqEeQygBSjwG86HS
dreamy dress,,,Yellow,No,2080,520,51,Yellow,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHYumekawa1,872,8699,MLxhCmsNxWAZsBBwH
dreamy dress,,,Green,No,2080,520,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHYumekawa3,872,8701,PGt9yRHDw7cGKeBBB
dreamy dress,,,Blue,No,2080,520,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHYumekawa2,872,8700,ZXHxoknzdBbpc2F8J
earth-egg outfit,,,NA,Yes,NFS,1200,351,Red,Yellow,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,Not for sale,1.1.0,Yes,TopsTexOnepieceRibNEggground0,1205,12449,oepGi58jBWkd46tdk
egg party dress,,,NA,Yes,NFS,7200,351,Colorful,Colorful,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical,1,Yes,Balloon,L,Not for sale,1.1.0,Yes,TopsTexOnepieceBalloonLEgg0,1204,12448,8tHPLedZdQJ8CTCSw
egg-sushi costume,,,NA,No,1600,400,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNEgg,943,5614,ES3FKjNc7Rebx9KMn
elegant dress,,,Berry red,No,2400,600,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; formal; party,1,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLLady3,546,8144,9XEmvAZjYYHfRBtHx
elegant dress,,,Pink,No,2400,600,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; formal; party,2,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLLady4,546,8145,Fry4RR22PPujonFFb
elegant dress,,,Green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; formal; party,3,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLLady2,546,8143,xwFx7KrQ9ctpKKyS3
elegant dress,,,Blue,No,2400,600,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; formal; party,4,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLLady1,546,8142,AkDtrJqY2WA3k4jPC
elegant dress,,,Purple,No,2400,600,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Elegant,fairy tale; formal; party,5,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLLady0,546,4791,rn8kSxfnu6Rybhkv6
fairy dress,,,Pink,No,3640,910,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNFairy1,235,8127,9Kj4vNdGKtwKdHSPX
fairy dress,,,Yellow,No,3640,910,51,Yellow,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNFairy2,235,8128,ZXXqZzWjoxFmuGaCh
fairy dress,,,Green,No,3640,910,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNFairy0,235,3703,dYZL7cHb2oxxQkLDb
fairy dress,,,Mint,No,3640,910,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNFairy3,235,8129,pzQ9wYkxe2mvyAwu5
fairy dress,,,Purple,No,3640,910,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,5,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNFairy4,235,8130,hfthvZsMnXwJripdN
fairy-tale dress,,,Red,No,2400,600,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood0,53,3137,rR8FBYDTB66PLohJB
fairy-tale dress,,,Pink,No,2400,600,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood1,53,8869,LNYib26FLZB5qAQ5v
fairy-tale dress,,,Orange,No,2400,600,51,Orange,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood7,53,8875,2efFqmbWKmj98MH8q
fairy-tale dress,,,Yellow,No,2400,600,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood2,53,8870,8KM5RQvjkQvRAJjH8
fairy-tale dress,,,Light green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,5,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood6,53,8874,J6Mtgvt2WpA4zgQJK
fairy-tale dress,,,Green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,6,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood3,53,8871,Chcj3ME2n77tR2Nkt
fairy-tale dress,,,Light blue,No,2400,600,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,7,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood5,53,8873,BsQcNb5xYzXRBuPzF
fairy-tale dress,,,Blue,No,2400,600,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,8,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHHood4,53,8872,DoNujx6LBbZ6X3s5J
fancy kimono,,,Vermilion,No,5200,1300,51,Red,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi0,757,5461,9WKf6MkLYxMGvj42H
fancy kimono,,,Pink,No,5200,1300,51,Pink,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi3,757,8986,TZZrCN2qY3f3nf9PG
fancy kimono,,,Pale orange,No,5200,1300,51,Orange,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi6,757,8989,WfZnvkD8k9fr3KDms
fancy kimono,,,Green,No,5200,1300,51,Green,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,4,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi1,757,8984,kLrfNptHZ2Eeuhuci
fancy kimono,,,Parrot green,No,5200,1300,51,Green,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,5,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi7,757,8990,76GA9MeqRus77TvSz
fancy kimono,,,Aqua,No,5200,1300,51,Aqua,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,6,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi5,757,8988,FssoqtPGbT3C3KojJ
fancy kimono,,,Indigo blue,No,5200,1300,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,7,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi2,757,8985,MZQDEdDwQMhixttvh
fancy kimono,,,Purple,No,5200,1300,51,Purple,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Womanly,Womanly,Gorgeous,Cute,formal; party,8,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHaregi4,757,8987,KjoA7cN3dotebZZe6
fancy party dress,,,Pink,No,2400,600,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Gorgeous,formal; party,1,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHParty1,50,7922,prm28f6eMaSx8CGnf
fancy party dress,,,Green,No,2400,600,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Gorgeous,formal; party,2,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHParty2,50,7923,gg7jRxEiFZcZJWzLS
fancy party dress,,,Blue,No,2400,600,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Gorgeous,formal; party,3,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHParty0,50,3131,o4g3mwwJkRpzrC7oY
fancy party dress,,,Beige,No,2400,600,51,Beige,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Gorgeous,formal; party,4,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHParty3,50,7924,YzGzg37RztiM7ov7s
farmer overalls,,,Gray,No,1600,400,51,Blue,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Active,Simple,everyday; outdoorsy; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarm4,897,9480,wgmgtKtF7wzoxZRJ5
farmer overalls,,,Red,No,1600,400,51,Blue,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,All Year,Free,Free,Active,Simple,everyday; outdoorsy; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarm0,897,5830,R58Gpu28Z3TxNjQS5
farmer overalls,,,Yellow,No,1600,400,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Active,Simple,everyday; outdoorsy; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarm3,897,9479,fH9YWhNS3GMvLEwoR
farmer overalls,,,Green,No,1600,400,51,Blue,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Active,Simple,everyday; outdoorsy; work,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLFarm1,897,9477,gczKoYDfWnouDJYeB
